CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
00191a9719ef48ebb5860b130347bf33,520,1,47.9,1,1,2,112,Lost Customers
0037eb1ff742ee2e71ba887f65f3c6f3,435,1,0.0,1,1,1,111,Lost Customers
00d03b5e33f8987549c5590313a4ef21,461,1,19.99,1,1,2,112,Lost Customers
00f0b70fdcb8a6e1671b52a2472bd41f,716,1,0.0,1,1,1,111,Lost Customers
011509f63f565e822767bfb89c3cf9b7,499,1,26.69,1,1,2,112,Lost Customers
013f4353d26bb05dc6652f1269458d8d,301,1,0.0,2,1,1,211,Lost Customers
014fa2f37ee690774a7505252a28daf3,548,1,24.9,1,1,2,112,Lost Customers
01daeb09de8f07882ccd4319ffbc4693,299,1,30.0,2,1,2,212,Lost Customers
02278b7fe04a285092542fa4313cdc31,535,1,34.9,1,1,2,112,Lost Customers
023c8fe9cea056407269dfe9bdd57a8c,332,1,37.8,2,1,2,212,Lost Customers
02a81ef75e80450061b235f691600dc0,414,1,39.9,1,1,2,112,Lost Customers
02beeff55d95ac493f904fb9cdb786b3,355,1,0.0,2,1,1,211,Lost Customers
02de4549062c866411c4f35eb01a2355,312,1,37.9,2,1,2,212,Lost Customers
031236e057e0c70d7af9c22d5bf4690c,418,1,19.99,1,1,2,112,Lost Customers
035fe666eaf44eb44ec1967c30710ddb,576,1,47.9,1,1,2,112,Lost Customers
03dabd77cb0ed7a26fafe19e36b67742,494,1,0.0,1,1,1,111,Lost Customers
03dcb7b1479590ad3188549f8ebfa66e,311,1,0.0,2,1,1,211,Lost Customers
0417c5c4535764e979a11b19edfef588,298,1,46.4,2,1,2,212,Lost Customers
042613930f984a8467523450f14de9fb,471,1,0.0,1,1,1,111,Lost Customers
042d75d0b730ce22c08efe5ba71b1664,313,1,0.0,2,1,1,211,Lost Customers
046ed33aa8bef51855af6010a11a835c,711,1,0.0,1,1,1,111,Lost Customers
048d8f14e6405a5a157e74724357086f,480,1,24.9,1,1,2,112,Lost Customers
049ac10f22b18d0a463429e2dfbbb353,325,1,19.9,2,1,2,212,Lost Customers
04c5ad73047074972e9a1c744c3b4bf8,563,1,0.0,1,1,1,111,Lost Customers
04f1fd1b75385fd1c7b6de018e0c4ab3,490,1,0.0,1,1,1,111,Lost Customers
04f6b73a950bfc7afab0cbf82fff47b1,388,1,0.0,2,1,1,211,Lost Customers
04ff6fa5671532494b7947c8c46f25f6,395,1,0.0,2,1,1,211,Lost Customers
053f7850c3ffd9726cff61c7e42af797,448,1,22.0,1,1,2,112,Lost Customers
0549ef973c77b27ad1c186e845f72a5c,330,1,29.0,2,1,2,212,Lost Customers
05a2a8159b5f30e79614ae9e14cafc4a,484,1,47.9,1,1,2,112,Lost Customers
05c111320b7353c49806016020b89a05,428,1,0.0,1,1,1,111,Lost Customers
05e2937c555f3732b8243574d2422b06,396,1,34.9,2,1,2,212,Lost Customers
05eecdc8cf80e10dc84ce98e448fff8b,500,1,34.9,1,1,2,112,Lost Customers
0680711d6e757ec7287a047650d3896b,349,1,0.0,2,1,1,211,Lost Customers
069ae72e12aa7c92b8a87dda4ccb86ac,548,1,0.0,1,1,1,111,Lost Customers
06fc096ec2387d11747ae31a57cd2551,330,1,0.0,2,1,1,211,Lost Customers
0720894ca242f4a59d328ac214def1b2,312,1,37.99,2,1,2,212,Lost Customers
07489df2af9f3c943921ab6cda4c7202,295,1,24.9,2,1,2,212,Lost Customers
07c7ce958d4fc8ecdad390153fc60079,422,1,0.0,1,1,1,111,Lost Customers
07c9259c1afcbd1f6b416d9985782083,590,1,0.0,1,1,1,111,Lost Customers
07d49575e9eb300156daf8a365fb19fb,438,1,34.9,1,1,2,112,Lost Customers
07d5b1f9bdd053347f0213187b343ac9,715,1,0.0,1,1,1,111,Lost Customers
07f73198f5bbc83c1ad9806a7ca28144,386,1,45.99,2,1,2,212,Lost Customers
084a1adef368b0d738db72ea6cf5d196,568,1,25.99,1,1,2,112,Lost Customers
089b7f0bd3654dae116bbef61b197fea,313,1,34.49,2,1,2,212,Lost Customers
08c563a0e00983d634746efc2cd9fad6,333,1,0.0,2,1,1,211,Lost Customers
