CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
30b782a79466007756f170cb5bd6bbd8,52,2,107.56,5,5,4,554,Champions
47c89a36acb8a73127ec91d0542289b5,138,2,124.8,4,5,4,454,Champions
4cfa5155cf7cff8eb15e0b12041d058e,47,2,189.89000000000001,5,5,5,555,Champions
7a380cb5434e6b6b5b37d45bb99dbe8a,101,2,412.79,5,5,5,555,Champions
83476105a4e9a12fcddd09081dc6cefe,71,2,199.6,5,5,5,555,Champions
9b4496ef27f4b987ed84d49a0386c28b,167,1,99.0,4,4,4,444,Champions
9b475216704f39cb18ce448648b995e1,42,1,92.9,5,4,4,544,Champions
9b74eb2e52bbbb88985c2fb43e02beae,34,1,102.88,5,4,4,544,Champions
9b82602fc3e9a153752f16553752d58d,58,1,238.1,5,4,5,545,Champions
9bedaa421783554848ab968c22aa6dfe,174,1,89.8,4,4,4,444,Champions
9bef45d7ac9f669b72c4360f2e4bc4c1,185,1,109.9,4,4,4,444,Champions
9bf9806e37dc6496c18caf1c2fd70443,192,1,179.9,4,4,5,445,Champions
9c215284b65ecf4f6c88edaa22cf1eb0,197,1,193.0,4,4,5,445,Champions
9c69d28b1246f9a2d39c641bb4074544,96,1,105.0,5,4,4,544,Champions
9cc5a07f169a1606fd347a56683e6ea6,30,2,135.9,5,5,4,554,Champions
9cddd5e19cf32df589743ca041498b8f,75,1,114.9,5,4,4,544,Champions
9cfb17d6b8d7e7b02a2104a4d98e1cff,121,1,217.2,4,4,5,445,Champions
9d24f678ee98bb5e947d54918a6447f6,36,1,199.08,5,4,5,545,Champions
9d4ed7a07028101c01a9c4f9c11ee26b,129,1,166.0,4,4,5,445,Champions
9d88bce9ca826ebe1fd91212f8eab138,93,1,246.0,5,4,5,545,Champions
9da098e9a3edd7f640205f03a340a821,120,1,149.99,4,4,4,444,Champions
9db07d9df74e56026773967803ad0c54,59,1,188.7,5,4,5,545,Champions
9dfb7929049455ca5ecd4b7d154b84f7,93,1,189.0,5,4,5,545,Champions
9e1a887900d571126078e1c10e3d9cf1,150,1,95.0,4,4,4,444,Champions
9e4b2156054649b5c139134859b596dc,135,1,241.9,4,4,5,445,Champions
9e669f3ab89dd4e2fd37ae56ee419623,107,1,180.4,5,4,5,545,Champions
9ea65227cfac84dd2778bc0315dd8f10,28,1,99.9,5,4,4,544,Champions
9edaed9eaaeea0e318664dbff81e2cb3,140,1,129.8,4,4,4,444,Champions
9eed794c3e994632e1d60d9983f2cbe6,177,1,115.0,4,4,4,444,Champions
9f008417d1115817ec36ac4bdf3619ea,193,1,188.9,4,4,5,445,Champions
9f132e9deb8acae2b60d132499bba0b5,142,1,94.95,4,4,4,444,Champions
9f209af49a8a6e3383f55c0eda2e705b,62,1,129.9,5,4,4,544,Champions
9f3421bef3e901d5e45f6f1e54662442,135,1,990.0,4,4,5,445,Champions
9f80e8ee4b2fe8150988be49a42f30ad,137,1,92.0,4,4,4,444,Champions
9fa792e0110faa073e44deba7a8f45a8,113,1,129.9,5,4,4,544,Champions
9fb020faa1dfc7cc66b648e6a8ef0ca0,33,1,152.0,5,4,5,545,Champions
9ff8343bb1b75defb17c8c2337733aa6,167,1,109.9,4,4,4,444,Champions
a029899dd8534557a81c369475ff80c8,161,1,105.0,4,4,4,444,Champions
a07a783b3105910325b0169dcb1ac1e5,175,1,169.9,4,4,5,445,Champions
a0c02e30e19b2d276b746bfbfd36cd1e,131,1,97.0,4,4,4,444,Champions
a0d58c3abf0bc947e39f72976db72428,65,1,118.99,5,4,4,544,Champions
a107ddd0b7ad33c60c34603fac4fef37,154,1,129.0,4,4,4,444,Champions
a126181f98c5f1ec6e3d8740f47832d6,194,1,151.9,4,4,5,445,Champions
a12fc54cae982f13145a7c826cce10a1,101,1,1099.0,5,4,5,545,Champions
a152c44fe84bce34a61421260f371192,112,1,899.0,5,4,5,545,Champions
a15566e9efa4b19be06852de74f31970,58,1,890.0,5,4,5,545,Champions
a176838867d89ed62981cdf02b7ca3e1,200,1,89.99,4,4,4,444,Champions
a1c9e7522405de9c5067d4bf53fd627c,84,1,104.99,5,4,4,544,Champions
a20cdc29893c82874d8609df52228828,65,1,119.0,5,4,4,544,Champions
a26dbad393f0b90afd1675b027730df0,157,1,97.5,4,4,4,444,Champions
a2b764e7f5dfa8a8a21bac51aec9c1c8,47,1,195.0,5,4,5,545,Champions
a2b7ff1b78e90acd6810d2f646d38cb7,34,1,102.89,5,4,4,544,Champions
a2dfb6300b6b54d58dd005d415dde92b,56,1,149.0,5,4,4,544,Champions
a2f51f628955d9668200728005209afd,99,1,194.9,5,4,5,545,Champions
a32ab6ed820d51b18cfb895038f68220,46,1,149.9,5,4,4,544,Champions
a3715422134e4c66bae42366fba591e5,133,1,208.0,4,4,5,445,Champions
a3dedd8b913d5035ddbdcee236a23280,100,1,124.9,5,4,4,544,Champions
a4031c5f35399c228a1cd7ed7431fd02,80,1,139.99,5,4,4,544,Champions
a4230fdefe44f4ad4998f8a9a6a779b4,86,1,139.97,5,4,4,544,Champions
a43bd8c4ff5e6e3ce37bd3fd797a439d,109,1,130.99,5,4,4,544,Champions
a464f750556546a0989d9326ec003ccf,94,1,339.6,5,4,5,545,Champions
a4824a25ac982bd0b5f784649c49fd3c,132,1,118.0,4,4,4,444,Champions
a4a6eeb70c933d1f3c6283a4ca4b0841,154,1,191.0,4,4,5,445,Champions
a4d8bc293bc8564b7d7e6bc9f244fe7b,30,1,149.99,5,4,4,544,Champions
a50712290e62757f8bc5f1622b2f04cc,84,1,219.9,5,4,5,545,Champions
a51589a7867758392e3f88400221baf6,201,1,119.9,4,4,4,444,Champions
a518759d7c1ff063778c623c80a3d14d,203,1,510.0,4,4,5,445,Champions
a53eb9109f4268d6fd8c215a2bbd1938,149,1,129.0,4,4,4,444,Champions
a54a1749bd03dfe0d3642b7fbd888b47,184,2,99.9,4,5,4,454,Champions
a55224aa1cafc8d10ab7af526a4cf0dc,186,1,129.0,4,4,4,444,Champions
a5784dce0bb434ba849e0c85d2c52899,51,1,527.9,5,4,5,545,Champions
a5866077f364490c60818c5efbb47065,107,1,765.0,5,4,5,545,Champions
a58f644f46a601e9799151f14abd9ea6,34,1,109.99,5,4,4,544,Champions
a59a677187d1abced1c2c926364c76c4,62,1,249.99,5,4,5,545,Champions
a5afb1cd8d3b8126d2d39a7a29880c09,113,1,449.0,5,4,5,545,Champions
a61e803335a6c833fe734447bf120104,184,1,136.9,4,4,4,444,Champions
a68740c8c404205075f2e4c589b63d72,108,1,219.99,5,4,5,545,Champions
a6ccdaa678f87c99610b6767570a0bce,117,1,332.57,4,4,5,445,Champions
a6dcd259d020f1abbda77f4d33f9922b,178,1,117.3,4,4,4,444,Champions
a6fefcd9f434474cf6fcd8ed1102fd63,157,1,186.9,4,4,5,445,Champions
a71cac9f356cfeb9db35061020806212,25,1,186.0,5,4,5,545,Champions
a75e134e7eb6f96e2b0c716ac2a82efb,162,1,245.0,4,4,5,445,Champions
a7acd7f8aefc1d48f618e3f15c5e327b,133,1,1859.97,4,4,5,445,Champions
a7d4cb9ba936ebc0eb30b73c5d3a62d8,151,1,95.0,4,4,4,444,Champions
a7efaafa37906b32b972672b8f844271,144,1,118.0,4,4,4,444,Champions
a7f45c1961dbd98e7a14f3d38ea11c06,64,2,228.0,5,5,5,555,Champions
a80a62e34918bede10b7db4c44339cba,141,1,92.49,4,4,4,444,Champions
a813e96ecd044395587037a8314a4151,81,1,1999.0,5,4,5,545,Champions
a8279aeab541b34442d6ded94c31ddaf,35,1,139.0,5,4,4,544,Champions
a865635310622e60dd303e4128fc09c8,192,1,179.0,4,4,5,445,Champions
a878bffe9626b823794c9c2176a125d4,172,1,299.9,4,4,5,445,Champions
a8c3f4b7ffdf6d71c32992fe7ce3626d,164,1,114.9,4,4,4,444,Champions
a8f2d0c982dc7985992fa2b93fdb7863,30,1,132.0,5,4,4,544,Champions
a9582449371f15be7471d728544c18ac,192,1,144.99,4,4,4,444,Champions
a984dc73180e58d6b3520c7e32dd33c9,44,1,211.05,5,4,5,545,Champions
a995d70d9935a4624429e4ded23bbc73,80,1,132.2,5,4,4,544,Champions
a99ca5de16bb8737a59d562a3c32ca9b,47,1,118.13,5,4,4,544,Champions
a9db167d8824c6068bf31c6858dc2a11,156,1,129.79,4,4,4,444,Champions
aa0a178cbb7879e045276239b8a97705,65,1,110.32,5,4,4,544,Champions
aa3bf249b773d47a88cd191c16152086,85,1,129.9,5,4,4,544,Champions
aa5938876f33c9aa6c316b50910fd734,148,1,180.9,4,4,5,445,Champions
aaa606a7a5be91c8779edcfab22c1689,53,1,114.9,5,4,4,544,Champions
aabc3cb2442d5fde20de031b717eee8b,55,1,119.9,5,4,4,544,Champions
aad99270bc43606a7af9647b7a7de9e4,39,1,704.6700000000001,5,4,5,545,Champions
aae2cacd213190a4428cb5975023d603,60,1,183.38,5,4,5,545,Champions
aaef8b9e1afb43fcdc6f1fa3fb117502,87,1,110.32,5,4,4,544,Champions
aaf304dbc088e84a44f92917d87f6d0a,111,1,169.9,5,4,5,545,Champions
ab451b486278ea9f8e30f3eff137ebd4,31,1,295.0,5,4,5,545,Champions
ab727a18f23821f22e4e41da686a62c3,170,1,98.44,4,4,4,444,Champions
ab8464826de904f7996d12e32b2e45a4,52,1,105.0,5,4,4,544,Champions
abf410b2ca80a64cc2836e9f2d5d2ee5,177,1,695.0,4,4,5,445,Champions
ac307db9d15fc5bb19b61298bd6bd1ed,69,1,336.49,5,4,5,545,Champions
ac3d0170d3ca79e7512a06a516f4621d,127,1,139.2,4,4,4,444,Champions
ac655882b54449ebf0a37d604d15cb74,171,1,120.0,4,4,4,444,Champions
ac9ec8cf5ffa30efdb78abc6c2239e88,77,1,449.9,5,4,5,545,Champions
acc0e3b063cb014e3ef92b08b5836bcf,38,1,98.0,5,4,4,544,Champions
